Caller Type,Caller Type Words,Caller Tag,Caller Tag Words,Caller Method,Caller Method Words,Caller Super Types,Calling Super Types Words,Called  Type,Called Type Words,Called  Tagged Type,Called Tagged Type Words,Called Method,Called Method Words
utilRead.ServerReadThread,server:read:thread,@DistributedTags.NIO+@DistributedTags.SERVER_READ_THREAD,distributed:tags:nio:distributed:tags:server:read:thread,run,run,SocketChannelAcceptListener:SocketChannelReadListener:SocketChannelWriteListener:@DistributedTags.NIO+@DistributedTags.READ_THREAD_INTERFACE:SocketChannelReadListener:Runnable,socket:channel:accept:listener:socket:channel:read:listener:socket:channel:write:listener:distributed:tags:nio:distributed:tags:read:thread:interface:socket:channel:read:listener,String,string,java.lang.String,string,length,length
utilRead.ServerReadThread,server:read:thread,@DistributedTags.NIO+@DistributedTags.SERVER_READ_THREAD,distributed:tags:nio:distributed:tags:server:read:thread,run,run,SocketChannelAcceptListener:SocketChannelReadListener:SocketChannelWriteListener:@DistributedTags.NIO+@DistributedTags.READ_THREAD_INTERFACE:SocketChannelReadListener:Runnable,socket:channel:accept:listener:socket:channel:read:listener:socket:channel:write:listener:distributed:tags:nio:distributed:tags:read:thread:interface:socket:channel:read:listener,String,string,java.lang.String,string,substring,none
utilRead.ServerReadThread,server:read:thread,@DistributedTags.NIO+@DistributedTags.SERVER_READ_THREAD,distributed:tags:nio:distributed:tags:server:read:thread,run,run,SocketChannelAcceptListener:SocketChannelReadListener:SocketChannelWriteListener:@DistributedTags.NIO+@DistributedTags.READ_THREAD_INTERFACE:SocketChannelReadListener:Runnable,socket:channel:accept:listener:socket:channel:read:listener:socket:channel:write:listener:distributed:tags:nio:distributed:tags:read:thread:interface:socket:channel:read:listener,String,string,java.lang.String,string,length,length
utilRead.ServerReadThread,server:read:thread,@DistributedTags.NIO+@DistributedTags.SERVER_READ_THREAD,distributed:tags:nio:distributed:tags:server:read:thread,run,run,SocketChannelAcceptListener:SocketChannelReadListener:SocketChannelWriteListener:@DistributedTags.NIO+@DistributedTags.READ_THREAD_INTERFACE:SocketChannelReadListener:Runnable,socket:channel:accept:listener:socket:channel:read:listener:socket:channel:write:listener:distributed:tags:nio:distributed:tags:read:thread:interface:socket:channel:read:listener,java.nio.channels.SocketChannel,socket:channel,java.nio.channels.SocketChannel,socket:channel,equals,equals
utilRead.ServerReadThread,server:read:thread,@DistributedTags.NIO+@DistributedTags.SERVER_READ_THREAD,distributed:tags:nio:distributed:tags:server:read:thread,run,run,SocketChannelAcceptListener:SocketChannelReadListener:SocketChannelWriteListener:@DistributedTags.NIO+@DistributedTags.READ_THREAD_INTERFACE:SocketChannelReadListener:Runnable,socket:channel:accept:listener:socket:channel:read:listener:socket:channel:write:listener:distributed:tags:nio:distributed:tags:read:thread:interface:socket:channel:read:listener,util.trace.port.consensus.RemoteProposeRequestReceived,remote:propose:request:received,util.trace.port.consensus.RemoteProposeRequestReceived,remote:propose:request:received,newCase,new:case
utilRead.ServerReadThread,server:read:thread,@DistributedTags.NIO+@DistributedTags.SERVER_READ_THREAD,distributed:tags:nio:distributed:tags:server:read:thread,run,run,SocketChannelAcceptListener:SocketChannelReadListener:SocketChannelWriteListener:@DistributedTags.NIO+@DistributedTags.READ_THREAD_INTERFACE:SocketChannelReadListener:Runnable,socket:channel:accept:listener:socket:channel:read:listener:socket:channel:write:listener:distributed:tags:nio:distributed:tags:read:thread:interface:socket:channel:read:listener,util.trace.port.consensus.ProposalLearnedNotificationSent,proposal:learned:notification:sent,util.trace.port.consensus.ProposalLearnedNotificationSent,proposal:learned:notification:sent,newCase,new:case
utilRead.ServerReadThread,server:read:thread,@DistributedTags.NIO+@DistributedTags.SERVER_READ_THREAD,distributed:tags:nio:distributed:tags:server:read:thread,run,run,SocketChannelAcceptListener:SocketChannelReadListener:SocketChannelWriteListener:@DistributedTags.NIO+@DistributedTags.READ_THREAD_INTERFACE:SocketChannelReadListener:Runnable,socket:channel:accept:listener:socket:channel:read:listener:socket:channel:write:listener:distributed:tags:nio:distributed:tags:read:thread:interface:socket:channel:read:listener,inputport.nio.manager.NIOManager,nio:manager,inputport.nio.manager.NIOManager,nio:manager,write,write
utilRead.ServerReadThread,server:read:thread,@DistributedTags.NIO+@DistributedTags.SERVER_READ_THREAD,distributed:tags:nio:distributed:tags:server:read:thread,notifyThread,notify:thread,SocketChannelAcceptListener:SocketChannelReadListener:SocketChannelWriteListener:@DistributedTags.NIO+@DistributedTags.READ_THREAD_INTERFACE:SocketChannelReadListener:Runnable,socket:channel:accept:listener:socket:channel:read:listener:socket:channel:write:listener:distributed:tags:nio:distributed:tags:read:thread:interface:socket:channel:read:listener,utilRead.ServerReadThread,server:read:thread,@DistributedTags.NIO+@DistributedTags.SERVER_READ_THREAD,distributed:tags:nio:distributed:tags:server:read:thread,notify,notify
nio.NioServerLaunch,nio:server:launch,NioServerLaunch,nio:server:launch,main,main,SocketChannelAcceptListener:SocketChannelReadListener:SocketChannelWriteListener:@DistributedTags.NIO+@DistributedTags.READ_THREAD_INTERFACE:SocketChannelReadListener:Runnable,socket:channel:accept:listener:socket:channel:read:listener:socket:channel:write:listener:distributed:tags:nio:distributed:tags:read:thread:interface:socket:channel:read:listener,assignments.util.mainArgs.ServerArgsProcessor,server:args:processor,assignments.util.mainArgs.ServerArgsProcessor,server:args:processor,getNIOServerPort,get:nio:server:port
client.ClientClass,client:class,@DistributedTags.CLIENT+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.NIO,distributed:tags:client:distributed:tags:rmi:distributed:tags:distributed:tags:nio,main,main,SocketChannelAcceptListener:SocketChannelReadListener:SocketChannelWriteListener:@DistributedTags.NIO+@DistributedTags.READ_THREAD_INTERFACE:SocketChannelReadListener:Runnable,socket:channel:accept:listener:socket:channel:read:listener:socket:channel:write:listener:distributed:tags:nio:distributed:tags:read:thread:interface:socket:channel:read:listener,client.ClientRmiGipcNio,client:rmi:nio,@DistributedTags.CLIENT_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.NIO,distributed:tags:client:remote:object:distributed:tags:rmi:distributed:tags:distributed:tags:nio,ClientRmiGipcNio,client:rmi:nio
client.ClientClass,client:class,@DistributedTags.CLIENT+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.NIO,distributed:tags:client:distributed:tags:rmi:distributed:tags:distributed:tags:nio,main,main,SocketChannelAcceptListener:SocketChannelReadListener:SocketChannelWriteListener:@DistributedTags.NIO+@DistributedTags.READ_THREAD_INTERFACE:SocketChannelReadListener:Runnable,socket:channel:accept:listener:socket:channel:read:listener:socket:channel:write:listener:distributed:tags:nio:distributed:tags:read:thread:interface:socket:channel:read:listener,client.ClientInterfaceRmi,client:interface:rmi,@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.RMI,distributed:tags:client:remote:interface:distributed:tags:rmi,start,start
client.ClientClass,client:class,@DistributedTags.CLIENT+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.NIO,distributed:tags:client:distributed:tags:rmi:distributed:tags:distributed:tags:nio,main,main,SocketChannelAcceptListener:SocketChannelReadListener:SocketChannelWriteListener:@DistributedTags.NIO+@DistributedTags.READ_THREAD_INTERFACE:SocketChannelReadListener:Runnable,socket:channel:accept:listener:socket:channel:read:listener:socket:channel:write:listener:distributed:tags:nio:distributed:tags:read:thread:interface:socket:channel:read:listener,Exception,exception,java.lang.Exception,exception,printStackTrace,print:stack:trace
nio.ServerReadExample,server:read:example,ServerReadExample,server:read:example,run,run,SocketChannelAcceptListener:SocketChannelReadListener:SocketChannelWriteListener:@DistributedTags.NIO+@DistributedTags.READ_THREAD_INTERFACE:SocketChannelReadListener:Runnable:@DistributedTags.NIO+@DistributedTags.READ_THREAD_INTERFACE:SocketChannelReadListener:Runnable,socket:channel:accept:listener:socket:channel:read:listener:socket:channel:write:listener:distributed:tags:nio:distributed:tags:read:thread:interface:socket:channel:read:listener:distributed:tags:nio:distributed:tags:read:thread:interface:socket:channel:read:listener,InterruptedException,interrupted:exception,java.lang.InterruptedException,interrupted:exception,printStackTrace,print:stack:trace
nio.ServerReadExample,server:read:example,ServerReadExample,server:read:example,run,run,SocketChannelAcceptListener:SocketChannelReadListener:SocketChannelWriteListener:@DistributedTags.NIO+@DistributedTags.READ_THREAD_INTERFACE:SocketChannelReadListener:Runnable:@DistributedTags.NIO+@DistributedTags.READ_THREAD_INTERFACE:SocketChannelReadListener:Runnable,socket:channel:accept:listener:socket:channel:read:listener:socket:channel:write:listener:distributed:tags:nio:distributed:tags:read:thread:interface:socket:channel:read:listener:distributed:tags:nio:distributed:tags:read:thread:interface:socket:channel:read:listener,java.io.PrintStream,print:stream,java.io.PrintStream,print:stream,println,none
nio.ServerReadExample,server:read:example,ServerReadExample,server:read:example,run,run,SocketChannelAcceptListener:SocketChannelReadListener:SocketChannelWriteListener:@DistributedTags.NIO+@DistributedTags.READ_THREAD_INTERFACE:SocketChannelReadListener:Runnable:@DistributedTags.NIO+@DistributedTags.READ_THREAD_INTERFACE:SocketChannelReadListener:Runnable,socket:channel:accept:listener:socket:channel:read:listener:socket:channel:write:listener:distributed:tags:nio:distributed:tags:read:thread:interface:socket:channel:read:listener:distributed:tags:nio:distributed:tags:read:thread:interface:socket:channel:read:listener,java.util.concurrent.ArrayBlockingQueue,array:blocking:queue,java.util.concurrent.ArrayBlockingQueue,array:blocking:queue,take,take
nio.ServerReadExample,server:read:example,ServerReadExample,server:read:example,run,run,SocketChannelAcceptListener:SocketChannelReadListener:SocketChannelWriteListener:@DistributedTags.NIO+@DistributedTags.READ_THREAD_INTERFACE:SocketChannelReadListener:Runnable:@DistributedTags.NIO+@DistributedTags.READ_THREAD_INTERFACE:SocketChannelReadListener:Runnable,socket:channel:accept:listener:socket:channel:read:listener:socket:channel:write:listener:distributed:tags:nio:distributed:tags:read:thread:interface:socket:channel:read:listener:distributed:tags:nio:distributed:tags:read:thread:interface:socket:channel:read:listener,InterruptedException,interrupted:exception,java.lang.InterruptedException,interrupted:exception,printStackTrace,print:stack:trace
nio.ServerReadExample,server:read:example,ServerReadExample,server:read:example,run,run,SocketChannelAcceptListener:SocketChannelReadListener:SocketChannelWriteListener:@DistributedTags.NIO+@DistributedTags.READ_THREAD_INTERFACE:SocketChannelReadListener:Runnable:@DistributedTags.NIO+@DistributedTags.READ_THREAD_INTERFACE:SocketChannelReadListener:Runnable,socket:channel:accept:listener:socket:channel:read:listener:socket:channel:write:listener:distributed:tags:nio:distributed:tags:read:thread:interface:socket:channel:read:listener:distributed:tags:nio:distributed:tags:read:thread:interface:socket:channel:read:listener,java.nio.channels.SocketChannel,socket:channel,java.nio.channels.SocketChannel,socket:channel,equals,equals
nio.ServerReadExample,server:read:example,ServerReadExample,server:read:example,run,run,SocketChannelAcceptListener:SocketChannelReadListener:SocketChannelWriteListener:@DistributedTags.NIO+@DistributedTags.READ_THREAD_INTERFACE:SocketChannelReadListener:Runnable:@DistributedTags.NIO+@DistributedTags.READ_THREAD_INTERFACE:SocketChannelReadListener:Runnable,socket:channel:accept:listener:socket:channel:read:listener:socket:channel:write:listener:distributed:tags:nio:distributed:tags:read:thread:interface:socket:channel:read:listener:distributed:tags:nio:distributed:tags:read:thread:interface:socket:channel:read:listener,inputport.nio.manager.NIOManager,nio:manager,inputport.nio.manager.NIOManager,nio:manager,write,write
