Caller Type,Caller Type Words,Caller Tag,Caller Tag Words,Caller Method,Caller Method Words,Caller Super Types,Calling Super Types Words,Called  Type,Called Type Words,Called  Tagged Type,Called Tagged Type Words,Called Method,Called Method Words
comp533.joiner.TokenCounterJoiner,token:counter:joiner,@JoinerClass,joiner:class,join,join,AMapReduceTracer:AMapReduceTracer:@JoinerClass,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class,util.trace.Tracer,tracer,util.trace.Tracer,tracer,error,error
comp533.joiner.TokenCounterJoiner,token:counter:joiner,@JoinerClass,joiner:class,join,join,AMapReduceTracer:AMapReduceTracer:@JoinerClass,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class,InterruptedException,interrupted:exception,java.lang.InterruptedException,interrupted:exception,getMessage,get:message
comp533.MyMapReduceConfiguration,my:map:reduce:configuration,MyMapReduceConfiguration,my:map:reduce:configuration,getBarrier,get:barrier,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration,comp533.barrier.TokenCounterBarrier,token:counter:barrier,@BarrierClass,barrier:class,TokenCounterBarrier,token:counter:barrier
comp533.MyMapReduceConfiguration,my:map:reduce:configuration,MyMapReduceConfiguration,my:map:reduce:configuration,getJoiner,get:joiner,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration,comp533.joiner.TokenCounterJoiner,token:counter:joiner,@JoinerClass,joiner:class,TokenCounterJoiner,token:counter:joiner
comp533.MyMapReduceConfiguration,my:map:reduce:configuration,MyMapReduceConfiguration,my:map:reduce:configuration,getPartitioner,get:partitioner,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration,comp533.partitioner.TokenCounterPartitionerFactory,token:counter:partitioner:factory,@PartitionerFactory,partitioner:factory,getPartitioner,get:partitioner
comp533.MyMapReduceConfiguration,my:map:reduce:configuration,MyMapReduceConfiguration,my:map:reduce:configuration,getReducer,get:reducer,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration,comp533.reducer.ReducerFactory,reducer:factory,@ReducerFactory,reducer:factory,getReducer,get:reducer
comp533.MyMapReduceConfiguration,my:map:reduce:configuration,MyMapReduceConfiguration,my:map:reduce:configuration,getTokenCountingMapper,get:token:counting:mapper,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration,comp533.mapper.MapperFactory,mapper:factory,@MapperFactory,mapper:factory,getMapper,get:mapper
comp533.mapper.SumMapper,sum:mapper,@IntSummingMapperClass,int:summing:mapper:class,map,map,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class,comp533.keyValue.KeyValue,key:value,@KeyValueClass,key:value:class,KeyValue,key:value
comp533.mapper.SumMapper,sum:mapper,@IntSummingMapperClass,int:summing:mapper:class,map,map,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class,Integer,integer,java.lang.Integer,integer,parseInt,parse:int
comp533.mapper.SumMapper,sum:mapper,@IntSummingMapperClass,int:summing:mapper:class,map,map,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,traceMap,trace:map
comp533.slave.Slave,slave,@SlaveClass,slave:class,notifySlave,notify:slave,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,synchronizedNotify,synchronized:notify
comp533.slave.Slave,slave,@SlaveClass,slave:class,splitBoundedBuffer,split:bounded:buffer,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,comp533.model.ModelInterface,model:interface,@ModelClass,model:class,getKeyValueQueue,get:key:value:queue
comp533.slave.Slave,slave,@SlaveClass,slave:class,splitBoundedBuffer,split:bounded:buffer,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,comp533.keyValue.KeyValue,key:value,@KeyValueClass,key:value:class,getKey,get:key
comp533.slave.Slave,slave,@SlaveClass,slave:class,splitBoundedBuffer,split:bounded:buffer,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,traceDequeueRequest,trace:request
comp533.slave.Slave,slave,@SlaveClass,slave:class,splitBoundedBuffer,split:bounded:buffer,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,java.util.concurrent.BlockingQueue,blocking:queue,java.util.concurrent.BlockingQueue,blocking:queue,take,take
comp533.slave.Slave,slave,@SlaveClass,slave:class,splitBoundedBuffer,split:bounded:buffer,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,traceDequeue,trace
comp533.slave.Slave,slave,@SlaveClass,slave:class,splitBoundedBuffer,split:bounded:buffer,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,comp533.keyValue.KeyValue,key:value,@KeyValueClass,key:value:class,getKey,get:key
comp533.slave.Slave,slave,@SlaveClass,slave:class,splitBoundedBuffer,split:bounded:buffer,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,java.util.List,list,java.util.List,list,add,add
comp533.slave.Slave,slave,@SlaveClass,slave:class,reduceList,reduce:list,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,java.io.PrintStream,print:stream,java.io.PrintStream,print:stream,println,none
comp533.slave.Slave,slave,@SlaveClass,slave:class,reduceList,reduce:list,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,java.io.PrintStream,print:stream,java.io.PrintStream,print:stream,println,none
comp533.slave.Slave,slave,@SlaveClass,slave:class,reduceList,reduce:list,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,comp533.reducer.ReducerInterface,reducer:interface,@ReducerClass,reducer:class,reduce,reduce
comp533.slave.Slave,slave,@SlaveClass,slave:class,splitReduction,split:reduction,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,comp533.model.ModelInterface,model:interface,@ModelClass,model:class,getReductionQueueList,get:reduction:queue:list
comp533.slave.Slave,slave,@SlaveClass,slave:class,splitReduction,split:reduction,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,comp533.partitioner.TokenCounterPartitionerFactory,token:counter:partitioner:factory,@PartitionerFactory,partitioner:factory,getPartitioner,get:partitioner
comp533.slave.Slave,slave,@SlaveClass,slave:class,splitReduction,split:reduction,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,java.util.Map,map,java.util.Map,map,entrySet,entry:set
comp533.slave.Slave,slave,@SlaveClass,slave:class,splitReduction,split:reduction,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,Map.Entry,entry,Map.Entry,entry,getKey,get:key
comp533.slave.Slave,slave,@SlaveClass,slave:class,splitReduction,split:reduction,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,Map.Entry,entry,Map.Entry,entry,getValue,get:value
comp533.slave.Slave,slave,@SlaveClass,slave:class,splitReduction,split:reduction,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,java.util.List,list,java.util.List,list,size,size
comp533.slave.Slave,slave,@SlaveClass,slave:class,splitReduction,split:reduction,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,comp533.partitioner.TokenCounterPartitioner,token:counter:partitioner,@PartitionerClass,partitioner:class,getPartition,get:partition
comp533.slave.Slave,slave,@SlaveClass,slave:class,splitReduction,split:reduction,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,tracePartitionAssigned,trace:partition:assigned
comp533.slave.Slave,slave,@SlaveClass,slave:class,splitReduction,split:reduction,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,comp533.keyValue.KeyValue,key:value,@KeyValueClass,key:value:class,KeyValue,key:value
comp533.slave.Slave,slave,@SlaveClass,slave:class,splitReduction,split:reduction,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,java.util.List,list,java.util.List,list,add,add
comp533.slave.Slave,slave,@SlaveClass,slave:class,splitReduction,split:reduction,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,java.util.List,list,java.util.List,list,get,get
comp533.slave.Slave,slave,@SlaveClass,slave:class,signalQuit,signal:quit,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,traceQuit,trace:quit
comp533.slave.Slave,slave,@SlaveClass,slave:class,run,run,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,comp533.model.ModelInterface,model:interface,@ModelClass,model:class,getBarrier,get:barrier
comp533.slave.Slave,slave,@SlaveClass,slave:class,run,run,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,comp533.reducer.ReducerFactory,reducer:factory,@ReducerFactory,reducer:factory,getReducer,get:reducer
comp533.slave.Slave,slave,@SlaveClass,slave:class,run,run,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,comp533.model.ModelInterface,model:interface,@ModelClass,model:class,getResult,get:result
comp533.slave.Slave,slave,@SlaveClass,slave:class,run,run,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,comp533.slave.Slave,slave,@SlaveClass,slave:class,splitBoundedBuffer,split:bounded:buffer
comp533.slave.Slave,slave,@SlaveClass,slave:class,run,run,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,comp533.slave.Slave,slave,@SlaveClass,slave:class,reduceList,reduce:list
comp533.slave.Slave,slave,@SlaveClass,slave:class,run,run,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,comp533.slave.Slave,slave,@SlaveClass,slave:class,splitReduction,split:reduction
comp533.slave.Slave,slave,@SlaveClass,slave:class,run,run,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,comp533.barrier.Barrier,barrier,@BarrierClass,barrier:class,barrier,barrier
comp533.slave.Slave,slave,@SlaveClass,slave:class,run,run,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,traceSplitAfterBarrier,trace:split:after:barrier
comp533.slave.Slave,slave,@SlaveClass,slave:class,run,run,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,comp533.slave.Slave,slave,@SlaveClass,slave:class,reduceList,reduce:list
comp533.slave.Slave,slave,@SlaveClass,slave:class,run,run,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,comp533.model.ModelInterface,model:interface,@ModelClass,model:class,getJoiner,get:joiner
comp533.slave.Slave,slave,@SlaveClass,slave:class,run,run,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,comp533.joiner.Joiner,joiner,@JoinerClass,joiner:class,finished,finished
comp533.slave.Slave,slave,@SlaveClass,slave:class,run,run,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,traceAddedToMap,trace:added:to:map
comp533.slave.Slave,slave,@SlaveClass,slave:class,run,run,AMapReduceTracer:AMapReduceTracer:@JoinerClass:MapReduceConfiguration:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:@SlaveClass:Runnable,a:map:reduce:tracer:a:map:reduce:tracer:joiner:class:map:reduce:configuration:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:slave:class,comp533.model.ModelInterface,model:interface,@ModelClass,model:class,getResult,get:result
