Caller Type,Caller Type Words,Caller Tag,Caller Tag Words,Caller Method,Caller Method Words,Caller Super Types,Calling Super Types Words,Called  Type,Called Type Words,Called  Tagged Type,Called Tagged Type Words,Called Method,Called Method Words
comp533.server.RMIAndGIPCServer,rmi:and:server,@@DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:server:distributed:tags:rmi:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags,start,start,AnAbstractSimulationParametersBean:Remote:@DistributedTags.SERVER+@DistributedTags.RMI:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:@@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC:SimulationParametersListener:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable,an:abstract:simulation:parameters:bean:remote:distributed:tags:server:distributed:tags:rmi:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags:simulation:parameters:listener:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi:remote,util.interactiveMethodInvocation.SimulationParametersControllerFactory,simulation:parameters:controller:factory,util.interactiveMethodInvocation.SimulationParametersControllerFactory,simulation:parameters:controller:factory,getSingleton,get:singleton
comp533.server.RMIAndGIPCServer,rmi:and:server,@@DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:server:distributed:tags:rmi:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags,start,start,AnAbstractSimulationParametersBean:Remote:@DistributedTags.SERVER+@DistributedTags.RMI:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:@@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC:SimulationParametersListener:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable,an:abstract:simulation:parameters:bean:remote:distributed:tags:server:distributed:tags:rmi:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags:simulation:parameters:listener:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi:remote,util.interactiveMethodInvocation.SimulationParametersControllerFactory,simulation:parameters:controller:factory,util.interactiveMethodInvocation.SimulationParametersControllerFactory,simulation:parameters:controller:factory,processCommands,process:commands
comp533.server.RMIAndGIPCServer,rmi:and:server,@@DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:server:distributed:tags:rmi:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags,start,start,AnAbstractSimulationParametersBean:Remote:@DistributedTags.SERVER+@DistributedTags.RMI:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:@@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC:SimulationParametersListener:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable,an:abstract:simulation:parameters:bean:remote:distributed:tags:server:distributed:tags:rmi:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags:simulation:parameters:listener:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi:remote,util.interactiveMethodInvocation.SimulationParametersControllerFactory,simulation:parameters:controller:factory,util.interactiveMethodInvocation.SimulationParametersControllerFactory,simulation:parameters:controller:factory,getSingleton,get:singleton
comp533.server.RMIAndGIPCServer,rmi:and:server,@@DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:server:distributed:tags:rmi:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags,main,main,AnAbstractSimulationParametersBean:Remote:@DistributedTags.SERVER+@DistributedTags.RMI:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:@@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC:SimulationParametersListener:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable,an:abstract:simulation:parameters:bean:remote:distributed:tags:server:distributed:tags:rmi:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags:simulation:parameters:listener:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi:remote,comp533.server.RMIAndGIPCServer,rmi:and:server,@@DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:server:distributed:tags:rmi:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags,getSingleton,get:singleton
comp533.server.RMIAndGIPCServer,rmi:and:server,@@DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:server:distributed:tags:rmi:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags,main,main,AnAbstractSimulationParametersBean:Remote:@DistributedTags.SERVER+@DistributedTags.RMI:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:@@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC:SimulationParametersListener:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable,an:abstract:simulation:parameters:bean:remote:distributed:tags:server:distributed:tags:rmi:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags:simulation:parameters:listener:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi:remote,comp533.server.ServerInterface,server:interface,@@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:server:distributed:tags:rmi:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags,start,start
comp533.server.RMIAndGIPCServer,rmi:and:server,@@DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:server:distributed:tags:rmi:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags,init,none,AnAbstractSimulationParametersBean:Remote:@DistributedTags.SERVER+@DistributedTags.RMI:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:@@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC:SimulationParametersListener:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable,an:abstract:simulation:parameters:bean:remote:distributed:tags:server:distributed:tags:rmi:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags:simulation:parameters:listener:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi:remote,comp533.server.RMIAndGIPCServer,rmi:and:server,@@DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:server:distributed:tags:rmi:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags,setTracing,set:tracing
comp533.server.RMIAndGIPCServer,rmi:and:server,@@DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:server:distributed:tags:rmi:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags,init,none,AnAbstractSimulationParametersBean:Remote:@DistributedTags.SERVER+@DistributedTags.RMI:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:@@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC:SimulationParametersListener:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable,an:abstract:simulation:parameters:bean:remote:distributed:tags:server:distributed:tags:rmi:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags:simulation:parameters:listener:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi:remote,comp533.server.RMIAndGIPCServer,rmi:and:server,@@DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:server:distributed:tags:rmi:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags,init,none
comp533.server.RMIAndGIPCServer,rmi:and:server,@@DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:server:distributed:tags:rmi:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags,init,none,AnAbstractSimulationParametersBean:Remote:@DistributedTags.SERVER+@DistributedTags.RMI:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:@@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC:SimulationParametersListener:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable,an:abstract:simulation:parameters:bean:remote:distributed:tags:server:distributed:tags:rmi:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags:simulation:parameters:listener:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi:remote,assignments.util.mainArgs.ServerArgsProcessor,server:args:processor,assignments.util.mainArgs.ServerArgsProcessor,server:args:processor,getGIPCServerPort,get:server:port
comp533.server.RMIAndGIPCServer,rmi:and:server,@@DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:server:distributed:tags:rmi:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags,init,none,AnAbstractSimulationParametersBean:Remote:@DistributedTags.SERVER+@DistributedTags.RMI:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:@@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC:SimulationParametersListener:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable,an:abstract:simulation:parameters:bean:remote:distributed:tags:server:distributed:tags:rmi:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags:simulation:parameters:listener:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi:remote,inputport.rpc.GIPCLocateRegistry,locate:registry,inputport.rpc.GIPCLocateRegistry,locate:registry,createRegistry,create:registry
comp533.server.RMIAndGIPCServer,rmi:and:server,@@DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:server:distributed:tags:rmi:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags,init,none,AnAbstractSimulationParametersBean:Remote:@DistributedTags.SERVER+@DistributedTags.RMI:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:@@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC:SimulationParametersListener:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable,an:abstract:simulation:parameters:bean:remote:distributed:tags:server:distributed:tags:rmi:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags:simulation:parameters:listener:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi:remote,util.trace.port.rpc.gipc.GIPCRegistryCreated,registry:created,util.trace.port.rpc.gipc.GIPCRegistryCreated,registry:created,newCase,new:case
comp533.server.RMIAndGIPCServer,rmi:and:server,@@DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:server:distributed:tags:rmi:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags,init,none,AnAbstractSimulationParametersBean:Remote:@DistributedTags.SERVER+@DistributedTags.RMI:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:@@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC:SimulationParametersListener:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable,an:abstract:simulation:parameters:bean:remote:distributed:tags:server:distributed:tags:rmi:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags:simulation:parameters:listener:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi:remote,inputport.rpc.GIPCRegistry,registry,inputport.rpc.GIPCRegistry,registry,rebind,rebind
comp533.server.RMIAndGIPCServer,rmi:and:server,@@DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:server:distributed:tags:rmi:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags,init,none,AnAbstractSimulationParametersBean:Remote:@DistributedTags.SERVER+@DistributedTags.RMI:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:@@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC:SimulationParametersListener:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable,an:abstract:simulation:parameters:bean:remote:distributed:tags:server:distributed:tags:rmi:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags:distributed:tags:server:distributed:tags:rmi:distributed:tags:simulation:parameters:listener:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi:remote,$comp533.server.GIPCServer.class,class,comp533.server.GIPCServer.class,class,getName,get:name
