Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
23,,Tue Mar 15 10:35:33 EDT 2022,MyMapReduceConfiguration.java,1647354933900,34826,0,(I)3(F)4(I)3(F)4,0.42857142857142855,0.0,0.0,57.14285714285714,0.0,0.0,0.4117647058823529,0.0,0.0,0.23529411764705882,0.0,0.0,0.17647058823529413,4.0,[1647354953904 20 UNC-COMP533-Assignments/A3/src at master · cnell7/UNC-COMP533-Assignments https://github.com/cnell7/UNC-COMP533-Assignments/tree/master/A3/src, 1647354953705 79 UNC-COMP533-Assignments/A3/src/comp533 at master · cnell7/UNC-COMP533-Assignments https://github.com/cnell7/UNC-COMP533-Assignments/tree/master/A3/src/comp533, 1647354951250 15 UNC-COMP533-Assignments/A3/src/comp533 at master · cnell7/UNC-COMP533-Assignments https://github.com/cnell7/UNC-COMP533-Assignments/blob/master/A3/src/comp533/mvc/TokenCounter.java, 1647354956165 6 UNC-COMP533-Assignments/MyMapReduceConfiguration.java at master · cnell7/UNC-COMP533-Assignments https://github.com/cnell7/UNC-COMP533-Assignments/blob/master/A3/src/MyMapReduceConfiguration.java]
24,,Tue Mar 15 10:36:08 EDT 2022,MyMapReduceConfiguration.java,1647354968726,-146685,-146685,(I)4(F)2(I)3(R)1(I)4(R)1(I)1,0.75,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
25,,Tue Mar 15 10:33:44 EDT 2022,RunSpring22Assignment3Tests.java,1647354824887,163653,0,(I)18(F)2,0.9,0.0,0.0,10.0,0.0,0.0,0.12269938650306748,0.0,0.0,0.012269938650306749,0.0,0.0,0.11042944785276074,4.0,[1647354953904 20 UNC-COMP533-Assignments/A3/src at master · cnell7/UNC-COMP533-Assignments https://github.com/cnell7/UNC-COMP533-Assignments/tree/master/A3/src, 1647354953705 79 UNC-COMP533-Assignments/A3/src/comp533 at master · cnell7/UNC-COMP533-Assignments https://github.com/cnell7/UNC-COMP533-Assignments/tree/master/A3/src/comp533, 1647354951250 15 UNC-COMP533-Assignments/A3/src/comp533 at master · cnell7/UNC-COMP533-Assignments https://github.com/cnell7/UNC-COMP533-Assignments/blob/master/A3/src/comp533/mvc/TokenCounter.java, 1647354956165 6 UNC-COMP533-Assignments/MyMapReduceConfiguration.java at master · cnell7/UNC-COMP533-Assignments https://github.com/cnell7/UNC-COMP533-Assignments/blob/master/A3/src/MyMapReduceConfiguration.java]
26,,Tue Mar 15 10:36:28 EDT 2022,MvcTokenCounter.java,1647354988605,151424,0,(D)1(F)1(D)1(F)1(I)1(F)2(I R)1,0.25,25.0,0.0,50.0,0.0,0.0,0.052980132450331126,0.0,0.013245033112582781,0.026490066225165563,0.0,0.006622516556291391,0.013245033112582781,0.0,[]
27,,Tue Mar 15 10:39:02 EDT 2022,MyMapReduceConfiguration.java,1647355142025,20847,0,(F)2(I)4(F)2(I)3(R)6,0.4117647058823529,0.0,0.0,23.52941176470588,0.0,0.0,0.85,0.0,0.0,0.2,0.0,0.3,0.35,0.0,[]
28,,Tue Mar 15 10:39:24 EDT 2022,MyMapReduceConfiguration.java,1647355164336,22093,0,(I)3(F)2(I)8,0.8461538461538461,0.0,0.0,15.384615384615385,0.0,0.0,0.5909090909090909,0.0,0.0,0.09090909090909091,0.0,0.0,0.5,0.0,[]
29,,Tue Mar 15 10:39:46 EDT 2022,MyMapReduceConfiguration.java,1647355186666,78784,0,(I)4(D)1(F)3(D)1,0.4444444444444444,22.22222222222222,0.0,33.33333333333333,0.0,0.0,0.11538461538461539,0.0,0.02564102564102564,0.038461538461538464,0.0,0.0,0.05128205128205128,0.0,[]
30,,Tue Mar 15 10:41:05 EDT 2022,MyMapReduceConfiguration.java,1647355265461,649547,0,(F)3(I)1(F)4(I)1(F)4,0.15384615384615385,0.0,0.0,84.61538461538461,0.0,0.0,0.020030816640986132,0.0,0.0,0.01694915254237288,0.0,0.0,0.0030816640986132513,25.0,[1647355786597 17 Lectures - Google ???? https://drive.google.com/drive/folders/14bIoaPQLNDP9Oxv1-LtgKhevNiICuqPr]
31,,Tue Mar 15 10:51:56 EDT 2022,MyMapReduceConfiguration.java,1647355916261,26048,0,(F)18,0.0,0.0,0.0,100.0,0.0,0.0,0.6923076923076923,0.0,0.0,0.6923076923076923,0.0,0.0,0.0,0.0,[]
32,,Tue Mar 15 10:52:22 EDT 2022,MyMapReduceConfiguration.java,1647355942309,103154,0,(F)8(I)1(F)8(I)1(F)1,0.10526315789473684,0.0,0.0,89.47368421052632,0.0,0.0,0.18446601941747573,0.0,0.0,0.1650485436893204,0.0,0.0,0.019417475728155338,0.0,[]
33,,Tue Mar 15 10:54:05 EDT 2022,TokenCounterServer.java,1647356045472,167728,0,(F)3(I)3(F)6(I)1(F)2,0.26666666666666666,0.0,0.0,73.33333333333333,0.0,0.0,0.08982035928143713,0.0,0.0,0.0658682634730539,0.0,0.0,0.023952095808383235,0.0,[]
34,,Tue Mar 15 10:56:53 EDT 2022,TokenCounterClient.java,1647356213200,353995,0,(F)2(I)1(F)6(I)4,0.38461538461538464,0.0,0.0,61.53846153846154,0.0,0.0,0.036827195467422094,0.0,0.0,0.0226628895184136,0.0,0.0,0.014164305949008499,0.0,[]
35,,Tue Mar 15 11:02:47 EDT 2022,TokenCounterClient.java,1647356567195,57556,0,(F)2(I)3(R)1(I)2(R)3(I)1(R)1(I)1,0.5,0.0,0.0,14.285714285714285,0.0,0.0,0.24561403508771928,0.0,0.0,0.03508771929824561,0.0,0.08771929824561403,0.12280701754385964,0.0,[]
36,,Tue Mar 15 11:03:45 EDT 2022,TokenCounterClient.java,1647356625331,6232,6232,(I)7(R)2(I)2(R)6(I)5,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,0.0,0.0,0.0,0.0,1.3333333333333333,2.3333333333333335,0.0,[]
37,,Tue Mar 15 11:03:52 EDT 2022,TokenCounterClient.java,1647356632650,4659,4659,(I)22,1.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,[]
38,,Tue Mar 15 11:03:57 EDT 2022,TokenCounterClient.java,1647356637432,10110,0,(I)18,1.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,1.8,0.0,[]
39,,Tue Mar 15 11:04:07 EDT 2022,TokenCounterClient.java,1647356647640,1761,1761,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,[]
40,,Tue Mar 15 11:04:09 EDT 2022,TokenCounterClient.java,1647356649416,136881,0,(I)3(D)1(F)5,0.3333333333333333,11.11111111111111,0.0,55.55555555555556,0.0,0.0,0.0661764705882353,0.0,0.007352941176470588,0.03676470588235294,0.0,0.0,0.022058823529411766,0.0,[]
41,,Tue Mar 15 11:06:26 EDT 2022,TokenCounterClient.java,1647356786297,171621,0,(F)1(D)1(F)6,0.0,12.5,0.0,87.5,0.0,0.0,0.04678362573099415,0.0,0.005847953216374269,0.04093567251461988,0.0,0.0,0.0,13.0,[]
42,,Tue Mar 15 11:09:33 EDT 2022,TokenCounterClient.java,1647356973713,44223,0,(I)13,1.0,0.0,0.0,0.0,0.0,0.0,0.29545454545454547,0.0,0.0,0.0,0.0,0.0,0.29545454545454547,0.0,[]
43,,Tue Mar 15 11:10:17 EDT 2022,TokenCounterClient.java,1647357017936,126155,0,(D)1(F)2(D)1(F)2(I)1(F)1,0.125,25.0,0.0,62.5,0.0,0.0,0.06349206349206349,0.0,0.015873015873015872,0.03968253968253968,0.0,0.0,0.007936507936507936,21.0,[]
44,,Tue Mar 15 11:13:02 EDT 2022,Client.java,1647357182623,249235,0,(F)5(I)4,0.4444444444444444,0.0,0.0,55.55555555555556,0.0,0.0,0.03614457831325301,0.0,0.0,0.020080321285140562,0.0,0.0,0.01606425702811245,0.0,[]
45,,Tue Mar 15 11:17:12 EDT 2022,TokenCounterSlave.java,1647357432844,124804,0,(I)9(F)2(I)3,0.8571428571428571,0.0,0.0,14.285714285714285,0.0,0.0,0.11290322580645161,0.0,0.0,0.016129032258064516,0.0,0.0,0.0967741935483871,0.0,[]
46,,Tue Mar 15 11:19:48 EDT 2022,remoteClientFacebookMapReduce.java,1647357588757,85320,0,(I)2(F)1(I)2(N)9(F)1,0.26666666666666666,0.0,60.0,13.333333333333334,0.0,0.0,0.17647058823529413,0.10588235294117647,0.0,0.023529411764705882,0.0,0.0,0.047058823529411764,0.0,[]
47,,Tue Mar 15 11:21:14 EDT 2022,MyStandAloneTokenCounter.java,1647357674077,-222824,-222824,(I)4(R)1(I)1(R)1(I)10(R)1(I)1,0.8421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
48,,Tue Mar 15 11:17:33 EDT 2022,TokenCounterClient.java,1647357453265,259181,0,(I)3(D)1(F)4(I)2,0.5,10.0,0.0,40.0,0.0,0.0,0.03861003861003861,0.0,0.003861003861003861,0.015444015444015444,0.0,0.0,0.019305019305019305,0.0,[]
49,,Tue Mar 15 11:21:55 EDT 2022,TokenCounterServer.java,1647357715077,38341,0,(D)3(I)3(D)2,0.375,62.5,0.0,0.0,0.0,0.0,0.21052631578947367,0.0,0.13157894736842105,0.0,0.0,0.0,0.07894736842105263,0.0,[]
