#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
11,Tue May 03 17:28:22 EDT 2022,45,0,Assignment6OneClientSuite,GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic , ,A6AccessModifiersMatched A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6InterfaceAsType A6MnemonicNames A6NamedConstants A6NoCheckstyleWarnings A6ProjectOrganization A6PublicMethodsOverride A6TaggedClassesDefined , ,
12,Tue May 03 17:28:22 EDT 2022,45,0,GIPCRMINIOTwoClientReadWriteNonAtomic,GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic , ,A6AccessModifiersMatched A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6InterfaceAsType A6MnemonicNames A6NamedConstants A6NoCheckstyleWarnings A6ProjectOrganization A6PublicMethodsOverride A6TaggedClassesDefined , ,
13,Tue May 03 17:28:25 EDT 2022,45,0,Assignment6OneClientSuite,GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic , ,A6AccessModifiersMatched A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6InterfaceAsType A6MnemonicNames A6NamedConstants A6NoCheckstyleWarnings A6ProjectOrganization A6PublicMethodsOverride A6TaggedClassesDefined , ,
14,Tue May 03 17:28:30 EDT 2022,60,15,A6GeneralStyleSuite,A6MnemonicNames+ A6NamedConstants+ A6PublicMethodsOverride+ GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched+ A6InterfaceAsType+ ,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6NoCheckstyleWarnings A6ProjectOrganization A6TaggedClassesDefined , ,
15,Tue May 03 17:28:33 EDT 2022,80,20,A6SpecificStyleSuite,A6ExpectedCalls+ A6ExpectedInterfaces+ A6ExpectedSignatures+ A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined+ GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization , ,
16,Tue May 03 17:28:36 EDT 2022,80,0,A6InterfaceAsType,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization , ,
17,Tue May 03 17:44:40 EDT 2022,80,0,Assignment6OneClientSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization , ,
18,Tue May 03 17:49:25 EDT 2022,80,0,Assignment6TwoClientSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization , ,
19,Tue May 03 17:56:15 EDT 2022,80,0,Assignment6OneClientSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization , ,
20,Tue May 03 18:01:14 EDT 2022,80,0,Assignment6TwoClientSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization , ,
21,Tue May 03 18:03:13 EDT 2022,80,0,Assignment6OneClientSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization , ,
22,Tue May 03 18:07:38 EDT 2022,80,0,Assignment6OneClientSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization , ,
23,Tue May 03 18:18:36 EDT 2022,80,0,Assignment6OneClientSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization , ,
24,Tue May 03 18:23:11 EDT 2022,80,0,Assignment6TwoClientSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization , ,
25,Tue May 03 18:36:02 EDT 2022,80,0,Assignment6TwoClientSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization , ,
26,Tue May 03 18:37:00 EDT 2022,80,0,Assignment6OneClientSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization , ,
27,Tue May 03 18:49:41 EDT 2022,80,0,GIPCRMINIOStaticArguments,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization , ,
28,Tue May 03 18:51:10 EDT 2022,80,0,Assignment6OneClientSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization , ,
29,Tue May 03 18:58:59 EDT 2022,70,-10,Assignment6TwoClientSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization GIPCRMINIOClientMetaStateBroadcast- GIPCRMINIOServerMetaStateBroadcast- , ,
30,Tue May 03 18:59:03 EDT 2022,70,0,GIPCRMINIOClientMetaStateBroadcast,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOServerMetaStateBroadcast , ,
31,Tue May 03 18:59:15 EDT 2022,70,0,GIPCRMINIOServerMetaStateBroadcast,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOServerMetaStateBroadcast , ,
32,Tue May 03 19:07:44 EDT 2022,70,0,Assignment6TwoClientSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOServerMetaStateBroadcast , ,
33,Tue May 03 19:08:32 EDT 2022,70,0,GIPCRMINIOClientMetaStateBroadcast,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOServerMetaStateBroadcast , ,
34,Tue May 03 19:22:30 EDT 2022,80,10,Assignment6TwoClientSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast+ GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast+ GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization , ,
35,Tue May 03 19:23:49 EDT 2022,80,0,Assignment6OneClientSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization , ,
36,Tue May 03 19:27:25 EDT 2022,80,0,Assignment6OneClientSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateBroadcast GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization , ,
37,Tue May 03 19:37:58 EDT 2022,75,-5,Assignment6TwoClientSuite,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization GIPCRMINIOServerMetaStateBroadcast- , ,
38,Tue May 03 19:39:19 EDT 2022,75,0,GIPCRMINIOServerMetaStateBroadcast,A6ExpectedCalls A6ExpectedInterfaces A6ExpectedSignatures A6MnemonicNames A6NamedConstants A6PublicMethodsOverride A6TaggedClassesDefined GIPCRMINIOClientMetaStateBroadcast GIPCRMINIOClientMetaStateNoBroadcast GIPCRMINIOOneClientConnection GIPCRMINIOOneClientReadWriteNonAtomic GIPCRMINIOServerMetaStateNoBroadcast GIPCRMINIOStaticArguments GIPCRMINIOTwoClientConnection GIPCRMINIOTwoClientReadWriteNonAtomic ,A6AccessModifiersMatched A6InterfaceAsType ,A6NoCheckstyleWarnings A6ProjectOrganization GIPCRMINIOServerMetaStateBroadcast , ,
